定义,无关,切割线定理
定义,属性,切线
定义,无关,圆
定义,无关,直线
切割线定理,依赖,切线
切割线定理,依赖,圆
切割线定理,无关,直线
横坐标,无关,正切
横坐标,属于,坐标
横坐标,无关,夹角
横坐标,无关,曲线
横坐标,无关,切线
纵坐标,无关,正切
纵坐标,属于,坐标
纵坐标,无关,夹角
纵坐标,无关,曲线
纵坐标,无关,切线
正切,无关,坐标
正切,无关,夹角
正切,无关,曲线
正切,无关,切线
正切,无关,直线
坐标,无关,夹角
坐标,无关,曲线
坐标,无关,切线
坐标,无关,直线
夹角,无关,曲线
夹角,无关,切线
夹角,依赖,直线
判定定理,无关,垂直于
判定定理,无关,半径
判定定理,属性,圆的切线
判定定理,无关,直线
判定定理,属性,切线
圆的切线,属于,切线
直线,包含,切线
导数,属于,函数
导数,无关,直线
函数,属性,切线
函数,拥有,斜率
函数,无关,直线
斜率,无关,直线
平面直角坐标系,无关,算术平均
平面直角坐标系,无关,重心
平面直角坐标系,包含,坐标
算术平均,无关,重心
算术平均,无关,坐标
重心,拥有,坐标
空间直角坐标系,包含,横坐标
空间直角坐标系,包含,纵坐标
空间直角坐标系,包含,坐标
弦心距,无关,圆心角
弦心距,无关,等圆
弦心距,依赖,圆
弦心距,依赖,弦
弦心距,无关,弧
圆心角,无关,等圆
圆心角,依赖,圆
圆心角,无关,弦
圆心角,无关,弧
等圆,无关,圆
等圆,无关,弦
等圆,无关,弧
圆,无关,弦
圆,包含,弧
弦,其他,弧
重合,无关,等弧
重合,无关,等圆
重合,无关,圆
重合,无关,弧
等弧,被依赖,等圆
等弧,无关,圆
等弧,属于,弧
圆心角,无关,半径
半径,无关,弧
圆周角,属于,圆心角
圆周角,无关,等圆
圆周角,无关,同圆
圆周角,无关,弦
圆周角,无关,弧
圆心角,无关,同圆
等圆,同义,同圆
同圆,无关,弦
同圆,无关,弧
圆心角,无关,弧长
圆心角,无关,光滑曲线
半径,无关,弧长
半径,无关,光滑曲线
弧长,无关,光滑曲线
弧长,无关,圆
光滑曲线,属于,圆
线段,无关,正切
线段,属于,几何
线段,无关,正割
线段,无关,余割
线段,无关,余弦
线段,无关,余切
线段,无关,正弦
线段,无关,弧
正切,无关,几何
正切,无关,正割
正切,无关,余割
正切,无关,余弦
正切,反义,余切
正切,无关,正弦
正切,无关,圆
正切,无关,弧
几何,无关,正割
几何,无关,余割
几何,无关,余弦
几何,无关,余切
几何,无关,正弦
几何,包含,圆
几何,包含,弧
正割,无关,余割
正割,无关,余弦
正割,无关,余切
正割,反义,正弦
正割,无关,圆
正割,无关,弧
余割,反义,余弦
余割,无关,余切
余割,无关,正弦
余割,无关,圆
余割,无关,弧
余弦,无关,余切
余弦,无关,正弦
余弦,无关,圆
余弦,无关,弧
余切,无关,正弦
余切,无关,圆
余切,无关,弧
正弦,无关,圆
正弦,无关,弧
弦心距,无关,同圆
圆心角,无关,等分
等分,无关,同圆
等分,无关,弧
等分,无关,圆
同圆,属于,圆
弧,包含,圆
圆周角,无关,等弧
圆周角,依赖,圆
圆周角,无关,直角
圆周角,无关,半圆
直角,无关,半圆
圆周角,无关,直径
直径,属于,弦
扇形面积,无关,圆面积
扇形面积,无关,弧
扇形面积,无关,圆的周长
圆面积,无关,弧
圆面积,无关,圆的周长
弧,被依赖,圆的周长
垂直,其他,平分
垂直,无关,圆的直径
垂直,无关,弦
垂直,无关,弧
平分,无关,圆的直径
平分,无关,弦
平分,无关,弧
圆的直径,属于,弦
圆的直径,无关,弧
弧度,无关,半径
弧度,属性,扇形
弧度,无关,弧长
弧度,属性,圆
半径,属于,扇形
扇形,拥有,弧长
扇形,无关,圆
圆周角,属于,角
圆周角,无关,顶点
圆周角,无关,交点
角,无关,顶点
角,无关,交点
角,无关,圆
顶点,无关,交点
顶点,无关,圆
重合,无关,垂直
重合,无关,平面
重合,无关,弧线
垂直,无关,平面
垂直,无关,弧线
平面,无关,弧线
平面,被依赖,弧
弧线,被依赖,圆
弧线,同义,弧
圆周角,被依赖,圆周角定理
圆心角,无关,等弧
圆心角,无关,圆周角定理
等弧,无关,圆周角定理
等弧,无关,同圆
圆周角定理,无关,等圆
圆周角定理,无关,同圆
圆周角定理,无关,弧
等圆,无关,平行弦
同圆,无关,平行弦
平行弦,无关,弧
垂直于,无关,平分
垂直于,属于,几何
垂直于,无关,垂径定理
垂直于,无关,弦
垂直于,无关,弧
平分,无关,几何
平分,被依赖,垂径定理
平分,无关,直径
平分,无关,圆
几何,包含,垂径定理
几何,包含,直径
几何,包含,弦
垂径定理,无关,直径
垂径定理,依赖,圆
垂径定理,依赖,弦
垂径定理,无关,弧
直径,无关,弧
弦心距,无关,圆周角
平行,无关,圆
平行,无关,弦
平行,无关,弧
度量单位,包含,弧度制
度量单位,无关,圆周长
度量单位,无关,圆半径
度量单位,无关,弧长
弧度制,无关,圆周长
弧度制,无关,圆半径
弧度制,无关,弧长
圆周长,依赖,圆半径
圆周长,无关,弧长
圆半径,无关,弧长
弦心距,无关,劣弧
圆心角,无关,劣弧
劣弧,无关,等圆
劣弧,属性,圆
劣弧,无关,弦
射线,无关,弧度
射线,被依赖,夹角
射线,无关,半径
射线,无关,弧长
射线,无关,圆
弧度,无关,夹角
夹角,无关,半径
夹角,无关,弧长
夹角,无关,圆
圆弧,被依赖,圆
圆弧,无关,全弦表
圆弧,属于,弧
圆,拥有,全弦表
全弦表,无关,弧
弦心距,被依赖,圆心角定理
圆心角定理,依赖,等圆
圆心角定理,依赖,圆
圆心角定理,依赖,弦
圆心角定理,依赖,弧
小扇形,同位,大扇形
小扇形,包含,半径
小扇形,无关,区域
小扇形,无关,扇形
小扇形,无关,圆
小扇形,包含,弧
大扇形,包含,半径
大扇形,无关,区域
大扇形,无关,扇形
大扇形,无关,圆
大扇形,包含,弧
半径,无关,区域
区域,无关,扇形
区域,无关,圆
区域,无关,弧
扇形,包含,弧
圆周角,被依赖,弦切角定理
圆周角,无关,弦切角
弦切角定理,依赖,圆
弦切角定理,依赖,弧
弦切角定理,依赖,弦切角
圆,属性,弦切角
弧,被依赖,弦切角
重合,无关,同圆
劣弧,无关,端点
劣弧,反义,优弧
劣弧,无关,半圆
劣弧,无关,直径
劣弧,属于,弧
端点,无关,优弧
端点,无关,半圆
端点,无关,直径
端点,无关,弧
优弧,无关,半圆
优弧,无关,直径
优弧,属性,圆
优弧,属于,弧
半圆,包含,直径
半圆,属于,圆
半圆,包含,弧
圆周角,无关, 同弧
周长,属性,圆
周长,无关,弧微分
周长,属性,弧
圆,无关,弧微分
弧微分,依赖,弧
内角,属性,度数
内角,无关,圆
内角,无关,弧
度数,无关,圆
度数,属性,弧
圆周角,属性,度数
圆周角,依赖,圆心
圆周角,无关,相交
圆心角,无关,顶点
圆心角,属性,度数
圆心角,依赖,圆心
圆心角,无关,相交
顶点,无关,度数
顶点,无关,圆心
顶点,无关,相交
顶点,无关,弧
度数,无关,圆心
度数,无关,相交
圆心,无关,相交
圆心,无关,弧
相交,无关,圆
相交,无关,弧
重合,无关,曲率
重合,无关,长度
等弧,无关,曲率
等弧,无关,长度
曲率,无关,长度
曲率,无关,等圆
曲率,无关,同圆
曲率,属性,弧
曲率,属性,圆
长度,无关,等圆
长度,无关,同圆
长度,无关,弧
长度,无关,圆
垂直于,无关,数学
平分,无关,数学
数学,包含,几何
数学,包含,垂径定理
数学,无关,直径
数学,无关,圆
数学,无关,弦
数学,无关,弧
圆周角,无关,同弧
等弧,同义,同弧
圆,无关,同弧
圆心角,无关,长度
长度,无关,度数
度数,无关,等圆
度数,无关,同圆
圆外角,拥有,度数
圆外角,无关,弧
弦心距,无关,顶点
弦心距,无关,圆心
顶点,无关,等圆
顶点,无关,同圆
顶点,无关,弦
圆心,无关,等圆
圆心,无关,同圆
圆心,无关,弦
圆周角,无关,切线
弦切角,无关,顶点
弦切角,无关,切线
弦切角,无关,圆
弦切角,无关,弦
顶点,无关,切线
切线,无关,弦
弦切角,拥有,度数
弦切角,无关,弧
垂直平分线,无关,线段
垂直平分线,依赖,垂直
垂直平分线,依赖,平分
垂直平分线,无关,端点
垂直平分线,无关,长度
垂直平分线,无关,半径
垂直平分线,无关,圆心
垂直平分线,无关,相交
垂直平分线,无关,交点
垂直平分线,属性,圆
垂直平分线,属于,直线
垂直平分线,无关,弧
线段,无关,垂直
线段,无关,平分
线段,拥有,长度
线段,无关,半径
线段,无关,圆心
线段,无关,相交
线段,无关,交点
垂直,无关,端点
垂直,无关,长度
垂直,无关,半径
垂直,其他,相交
平分,无关,端点
平分,无关,长度
平分,无关,半径
平分,无关,圆心
平分,无关,相交
平分,无关,交点
平分,无关,直线
端点,无关,长度
端点,无关,圆心
端点,无关,相交
端点,无关,交点
长度,属性,半径
长度,无关,圆心
长度,无关,相交
长度,无关,交点
长度,属性,直线
半径,无关,相交
半径,无关,交点
相交,依赖,交点
相交,无关,直线
交点,无关,弧
直线,无关,弧
有理数,被依赖,假分数
有理数,无关,绝对值
有理数,包含,分数
假分数,无关,绝对值
假分数,属于,分数
绝对值,无关,分数
平行四边形,无关,等腰梯形
平行四边形,拥有,面积
等腰梯形,拥有,面积
平行四边形,无关,梯形
等腰梯形,属于,梯形
四边形,同位,三角形
平行四边形,无关,等腰三角形
等腰三角形,无关,等腰梯形
平行四边形,无关,等腰梯形判定定理
平行四边形,包含,平行线
平行四边形,拥有,辅助线
平行四边形,属于,四边形
平行四边形,属于,多边形
等腰三角形,无关,等腰梯形判定定理
等腰三角形,无关,平行线
等腰三角形,拥有,辅助线
等腰三角形,无关,四边形
等腰三角形,无关,多边形
等腰梯形判定定理,依赖,平行线
等腰梯形判定定理,无关,辅助线
等腰梯形判定定理,无关,四边形
等腰梯形判定定理,无关,多边形
平行线,无关,辅助线
平行线,无关,四边形
平行线,无关,多边形
辅助线,无关,四边形
辅助线,无关,多边形
四边形,属于,多边形
正多边形,拥有,外接圆
正多边形,无关,三角形
外接圆,属性,三角形
正多边形,拥有,内切圆
正多边形,无关,同心圆
正多边形,无关,圆
外接圆,反义,内切圆
外接圆,无关,同心圆
外接圆,属于,圆
内切圆,无关,同心圆
内切圆,属于,圆
同心圆,属于,圆
正多边形,无关,重合
正多边形,无关,圆心
外接圆,无关,重合
外接圆,包含,圆心
重合,无关,圆心
正多边形,无关,半径
正多边形,拥有,边长
正多边形,无关,外切
正多边形,无关,边心距
外接圆,包含,半径
外接圆,无关,边长
外接圆,依赖,外切
外接圆,无关,边心距
半径,无关,边长
半径,无关,外切
半径,无关,边心距
边长,无关,圆
边长,无关,外切
边长,无关,边心距
圆,无关,外切
圆,拥有,边心距
外切,无关,边心距
正多边形,无关,中心角
正多边形,无关,圆心角
正多边形,无关,弧
外接圆,无关,中心角
外接圆,无关,圆心角
外接圆,包含,弧
中心角,无关,圆心角
中心角,无关,弧
正多边形,无关,距离
外接圆,无关,距离
内切圆,包含,圆心
内切圆,拥有,距离
内切圆,无关,重合
正多边形,属于,多边形
外接圆,无关,多边形
中心角,无关,多边形
中心角,无关,圆心
多边形,无关,圆心角
多边形,无关,圆心
多边形,无关,弧
抛物线,无关,相交
抛物线,无关,交点
对称轴,属性,抛物线
对称轴,无关,顶点
对称轴,无关,相交
抛物线,包含,顶点
二元二次方程,包含,二元一次方程
二元二次方程,无关,一元二次方程
二元二次方程,无关,方程组
二元二次方程,拥有,代入法
二元二次方程,属于,代数式
二元二次方程,包含,未知数
二元一次方程,无关,一元二次方程
二元一次方程,无关,方程组
二元一次方程,无关,代入法
二元一次方程,属于,代数式
二元一次方程,包含,未知数
一元二次方程,无关,方程组
一元二次方程,拥有,代入法
一元二次方程,属于,代数式
一元二次方程,包含,未知数
方程组,拥有,代入法
方程组,属于,代数式
方程组,包含,未知数
代入法,无关,代数式
代入法,无关,未知数
代数式,无关,未知数
一元二次方程,包含,二次函数
一元二次方程,属于,方程
一元二次方程,拥有,最值
二次函数,包含,未知数
二次函数,无关,方程
二次函数,拥有,最值
未知数,无关,方程
未知数,无关,最值
方程,无关,最值
二元二次方程,属于,方程
垂线段,无关,x轴
垂线段,无关,坐标
垂线段,无关,y轴
垂线段,无关,矩形
x轴,无关,坐标
x轴,同位,y轴
x轴,无关,矩形
坐标,无关,y轴
坐标,无关,矩形
y轴,无关,矩形
垂线段,无关,端点
垂线段,依赖,垂足
垂线段,无关,直线
端点,无关,垂足
垂足,无关,直线
垂线段,拥有,长度
垂线段,拥有,距离
长度,无关,距离
直线,拥有,距离
互相垂直,依赖,垂线段
互相垂直,无关,长度
互相垂直,依赖,垂线
互相垂直,无关,相交
互相垂直,无关,直线
互相垂直,无关,距离
垂线段,同义,垂线
垂线段,无关,相交
长度,属性,垂线
垂线,无关,相交
垂线,无关,直线
垂线,拥有,距离
相交,无关,距离
垂线段,无关,数量
垂线段,属于,图形
数量,无关,直线
数量,包含,距离
数量,无关,图形
直线,属于,图形
距离,无关,图形
垂线段,无关,单位
长度,无关,数量
长度,属于,单位
数量,无关,垂线
数量,属于,单位
垂线,无关,单位
单位,无关,直线
单位,无关,距离
延长线,属性,三角形
延长线,无关,线段
延长线,无关,顶点
延长线,无关,垂线
延长线,无关,对边
延长线,无关,高
三角形,包含,线段
三角形,包含,顶点
三角形,拥有,垂线
三角形,无关,对边
三角形,拥有,高
线段,无关,垂线
线段,无关,对边
线段,无关,高
顶点,无关,垂线
顶点,无关,对边
顶点,无关,高
垂线,无关,对边
垂线,拥有,高
对边,无关,高
垂线段,拥有,高
垂线段,拥有,长
高,无关,长
长,无关,高
垂线,依赖,垂足
公因式,依赖,多项式
公因式,属于,因式
多项式,拥有,因式
公因式,属于,单项式
单项式,无关,多项式
公因式,无关,除法
公因式,拥有,辗转相除
多项式,无关,除法
多项式,拥有,辗转相除
除法,包含,辗转相除
多项式,拥有,项数
二次三项式,被依赖,分解因式
二次三项式,无关,公因式
二次三项式,属于,多项式
二次三项式,无关,因式
二次三项式,无关,乘法
二次三项式,无关,分解
二次三项式,拥有,十字分解法
分解因式,依赖,公因式
分解因式,依赖,多项式
分解因式,依赖,因式
分解因式,无关,乘法
分解因式,属于,分解
分解因式,包含,十字分解法
公因式,无关,乘法
公因式,无关,分解
公因式,被依赖,十字分解法
多项式,无关,乘法
多项式,无关,分解
多项式,被依赖,十字分解法
因式,无关,乘法
因式,无关,分解
因式,被依赖,十字分解法
乘法,无关,分解
乘法,无关,十字分解法
分解,包含,十字分解法
公因式,无关,互素
多项式,无关,互素
最简公分母,无关,公因式
最简公分母,无关,多项式
最简公分母,无关,因式
最简公分母,属于,分母
最简公分母,依赖,幂
公因式,无关,分母
公因式,依赖,幂
多项式,无关,分母
多项式,无关,幂
因式,无关,分母
因式,包含,幂
分母,无关,幂
提公因式法,属于,分解因式
提公因式法,依赖,公因式
提公因式法,无关,多项式
提公因式法,无关,乘积
提公因式法,依赖,因式
分解因式,无关,乘积
公因式,无关,乘积
多项式,无关,乘积
乘积,无关,因式
公因式,无关,除以
公因式,无关,商
多项式,无关,除以
多项式,无关,商
除以,无关,因式
除以,被依赖,商
因式,无关,商
最简分式,属于,分解因式
最简分式,依赖,公因式
最简分式,依赖,多项式
最简分式,无关,除以
最简分式,属于,分式
最简分式,无关,分母
最简分式,无关,分子
分解因式,无关,除以
分解因式,属于,分式
分解因式,无关,分母
分解因式,无关,分子
公因式,无关,分式
公因式,无关,分子
多项式,无关,分式
多项式,无关,分子
除以,被依赖,分式
除以,无关,分母
除以,无关,分子
分式,包含,分母
分式,包含,分子
最大公约数,同位,公因式
最大公约数,无关,系数
最大公约数,无关,整数
公因式,包含,系数
公因式,无关,整数
系数,无关,整数
指数,同义,次数
多项式的次数,属性,多项式
提取公因式,依赖,公因式
提取公因式,依赖,多项式
提取公因式,依赖,因式
提取公因式法,属于,因式分解
提取公因式法,依赖,公因式
提取公因式法,依赖,多项式
因式分解,依赖,公因式
因式分解,依赖,多项式
多项式,包含,首项
零次多项式,属于,余式
零次多项式,无关,互素
余式,无关,互素
零多项式,无关,带余除法
零多项式,无关,公因式
零多项式,无关,除式
带余除法,依赖,公因式
带余除法,属于,除式
公因式,无关,除式
公因式,无关,负系数
多项式,包含,系数
多项式,无关,负系数
系数,包含,负系数
单项式,无关,乘积
单项式,无关,分式
单项式,无关,因式
单项式,无关,分母
单项式,无关,分子
乘积,无关,分式
乘积,无关,分母
乘积,无关,分子
分式,无关,因式
因式,无关,分子
辗转相除法,依赖,公因式
辗转相除法,依赖,多项式
辗转相除法,无关,系数
提公因式法,依赖,因式分解
提公因式法,依赖,单项式
因式分解,依赖,单项式
分解因式,无关,同类项
同类项,无关,多项式
同类项,无关,因式
提取公因式,属于,分解
提取公因式,同义,提公因式法
提取公因式,依赖,因式分解
因式分解,依赖,因式
公因式,无关,代数
多项式,属于,代数
因式,无关,代数
代数,无关,商
公因式,无关,负数
多项式,无关,负数
系数,无关,负数
分组分解法,依赖,因式分解
分组分解法,依赖,公因式
分组分解法,依赖,多项式
分组分解法,属于,分解
因式分解,属于,分解
分解因式,同义,因式分解
零次多项式,无关,公因式
勾股定理,依赖,直角边
勾股定理,属于,平方和
勾股定理,无关,对角线
勾股定理,依赖,斜边
勾股定理,无关,平方
直角边,无关,平方和
直角边,无关,对角线
直角边,无关,斜边
直角边,无关,平方
平方和,无关,对角线
平方和,无关,斜边
平方和,无关,平方
对角线,无关,斜边
对角线,无关,平方
斜边,无关,平方
集合,无关,方程
集合,无关,向量
集合,无关,矩阵
集合,包含,元素
集合,无关,线性
集合,包含,解集
集合,无关,代数
集合,包含,区间
方程,属性,向量
方程,无关,矩阵
方程,无关,元素
方程,无关,线性
方程,包含,解集
方程,属于,代数
方程,无关,区间
向量,无关,矩阵
向量,无关,元素
向量,无关,线性
向量,无关,解集
向量,属于,代数
向量,无关,区间
矩阵,包含,元素
矩阵,无关,线性
矩阵,无关,解集
矩阵,无关,代数
矩阵,无关,区间
元素,无关,线性
元素,属于,解集
元素,无关,代数
元素,无关,区间
线性,无关,解集
线性,属性,代数
线性,无关,区间
解集,无关,代数
解集,同义,区间
代数,无关,区间
不等式,包含,未知数
不等式,包含,解集
不等式,无关,区间
未知数,无关,解集
未知数,无关,区间
单项式,包含,未知数
单项式,无关,整式
未知数,无关,分式
未知数,无关,分母
未知数,无关,整式
分式,反义,整式
分母,无关,整式
未知数,无关,常数
未知数,无关,分子
方程,包含,常数
方程,无关,分母
方程,无关,分子
常数,无关,分母
常数,无关,分子
未知数,无关,分数
分数,包含,分式
分数,无关,整式
不等式,无关,分母
不等式,无关,整式
分式方程,属于,有理方程
分式方程,包含,未知数
分式方程,属于,方程
分式方程,无关,数学
分式方程,包含,分母
分式方程,无关,整式
有理方程,无关,未知数
有理方程,属于,方程
有理方程,无关,数学
有理方程,无关,分母
有理方程,无关,整式
未知数,无关,数学
方程,属于,数学
方程,无关,整式
数学,无关,分母
数学,无关,整式
一元二次方程,属于,整式方程
一元二次方程,无关,分母
一元二次方程,属于,整式
整式方程,属于,方程
整式方程,无关,分母
整式方程,属于,整式
一元二次方程,无关,分式方程
一元二次方程,无关,无理方程
一元二次方程,无关,根号
分式方程,属于,无理方程
分式方程,无关,根号
无理方程,包含,未知数
无理方程,属于,方程
无理方程,无关,根号
无理方程,无关,分母
未知数,无关,根号
方程,无关,根号
根号,无关,分母
分式方程,属于,整式方程
分式方程,无关,等号
整式方程,包含,未知数
整式方程,无关,等号
未知数,无关,等号
等号,无关,方程
等号,无关,分母
等号,无关,整式
一次函数,拥有,取值范围
一次函数,无关,不等式
一次函数,包含,自变量
一次函数,属于,函数
取值范围,属性,不等式
取值范围,无关,自变量
取值范围,无关,函数
不等式,无关,自变量
不等式,无关,函数
一次函数,拥有,取值范围
一次函数,无关,不等式
一次函数,包含,自变量
一次函数,属于,函数
取值范围,属性,不等式
取值范围,无关,自变量
取值范围,无关,函数
不等式,无关,自变量
不等式,无关,函数
自变量,属于,函数
一次函数,拥有,函数值
函数值,无关,自变量
连续性,属性,集合
一次函数,包含,因变量
一次函数,无关,一次项
一次函数,包含,系数
一次函数,包含,常数
一次函数,包含,变量
因变量,无关,一次项
因变量,反义,自变量
因变量,无关,系数
因变量,无关,常数
因变量,属于,变量
一次项,无关,自变量
一次项,包含,系数
一次项,无关,常数
一次项,属性,变量
自变量,无关,系数
自变量,无关,常数
自变量,无关,变量
系数,同位,常数
系数,无关,变量
常数,无关,变量
一元一次方程,被依赖,一次函数
一元一次方程,无关,函数值
一元一次方程,无关,自变量
因变量,属于,函数
常数,属于,函数
非空子集,无关,最小数
非空子集,无关,自然数
非空子集,属于,集合
最小数,无关,自然数
最小数,无关,集合
自然数,属于,集合
非空子集,属性,有理数集
最小数,无关,有理数集
自然数,无关,有理数集
集合,包含,有理数集
非空子集,无关,开区间
非空子集,无关,实数
最小数,无关,开区间
最小数,无关,实数
开区间,属于,集合
开区间,无关,实数
集合,无关,实数
自然数,无关,子集
自然数,包含,实数
子集,属于,集合
子集,无关,实数
被减数,无关,被除数
被减数,无关,因数
被减数,无关,方程
被减数,同位,减数
被减数,无关,加数
